timestamp,day_of_week,is_weekend,temperature,is_holiday,solar_generation,electricity_demand
2000-01-01,5,1,28.53424919699969,0,281.8041395576812,5461.353505693569
2000-01-02,6,1,18.140663543922297,0,112.79097222440325,8052.787071613247
2000-01-03,0,0,19.539847232382716,0,591.6077114058038,1000.0
2000-01-04,1,0,17.51912876911197,0,338.6648153476111,4268.396390907191
2000-01-05,2,0,18.255589739716342,0,257.2978051573763,5893.483961716769
2000-01-06,3,0,13.403409777034835,0,558.0555986327918,1000.0
2000-01-07,4,0,10.759615082981842,0,244.1529323947384,5553.1370825699105
2000-01-08,5,1,18.02982674747467,0,281.0787950983507,4992.4072354324335
2000-01-09,6,1,4.9091587798130405,0,106.8342353683152,7620.7153769069455
2000-01-10,0,0,18.700610285280533,0,286.32948978012115,5148.219714551707
2000-01-11,1,0,17.6440674704468,0,443.9082039297649,1828.6804349927263
2000-01-12,2,0,12.054997333567087,0,543.4128984879853,1000.0
2000-01-13,3,0,15.94347654724612,0,517.655116569784,1000.0
2000-01-14,4,0,11.205639718947669,0,327.56390787857924,3914.7139601011922
2000-01-15,5,1,10.333813918495405,0,327.2867783026301,3676.7096544210003
2000-01-16,6,1,19.77528254631868,0,206.00712366389328,6914.9721572299595
2000-01-17,0,0,15.953971611858577,0,451.8831443046972,1772.4049233743904
2000-01-18,1,0,24.89378662056414,0,349.4641125197701,4381.123105562814
2000-01-19,2,0,28.029836398956398,0,533.9043153780193,1000.0
2000-01-20,3,0,18.417544427694573,0,268.274831845713,5418.288992803783
2000-01-21,4,0,16.51332724292591,0,371.2084694624342,3488.5255139476185
2000-01-22,5,1,23.468614626020177,0,171.55850004912236,7545.674964797423
2000-01-23,6,1,6.469570346324613,0,384.34916560868135,2395.3897738060673
2000-01-24,0,0,9.204402922257852,0,594.0323399102826,1000.0
2000-01-25,1,0,14.325796396969938,0,438.01438609669873,2007.70718795897
2000-01-26,2,0,16.952639213668704,0,545.3313635522145,1000.0
2000-01-27,3,0,15.834523180464066,0,357.4469309402234,3633.728360194448
2000-01-28,4,0,15.922509296411214,0,340.4455147656626,3931.983861924854
2000-01-29,5,1,19.03852957128857,0,312.5772768024631,4429.911198614632
2000-01-30,6,1,15.364798376585194,0,358.76566509894354,3582.4653910819775
2000-01-31,0,0,18.19393506749664,0,509.3435051928927,1000.0
2000-02-01,1,0,16.64823149402262,0,440.60678757401956,2050.252002404116
2000-02-02,2,0,12.514479885553342,0,438.0927567202637,1471.929187271288
2000-02-03,3,0,11.229651494799686,0,240.19951451794935,5759.7463304786825
2000-02-04,4,0,10.282967983740342,0,346.43672003893334,3274.529218368597
2000-02-05,5,1,17.423758235908164,0,207.3073118882267,6424.005109591407
2000-02-06,6,1,14.416133417664629,0,259.3265373202686,4990.149695472559
2000-02-07,0,0,24.508773976302564,0,273.83620426585327,5789.524778995147
2000-02-08,1,0,16.190634793845092,0,226.53104837974203,6050.611345946751
2000-02-09,2,0,24.983261426847832,0,382.24295533336425,3606.087004650682
2000-02-10,3,0,10.03368250013317,0,262.2483749869907,5215.233590198188
2000-02-11,4,0,15.9839975249567,0,284.91908558829704,5221.561126931845
2000-02-12,5,1,9.316777031954071,0,156.6621004556539,6917.4200243434125
2000-02-13,6,1,15.001832398028219,0,112.86122172517165,8177.082651326291
2000-02-14,0,0,20.12992076040786,0,250.02096985125377,5793.076296625221
2000-02-15,1,0,14.217010478555062,0,227.66525708300497,5757.564659376077
2000-02-16,2,0,14.842104280459438,0,311.0407157645749,4698.715453997508
2000-02-17,3,0,18.249129167454228,0,512.5077865979808,1000.0
2000-02-18,4,0,25.77423221629736,0,263.0615012866148,5954.644590562251
2000-02-19,5,1,11.948705720886293,0,357.83422979712566,3073.0018738109866
2000-02-20,6,1,11.22337329994721,0,385.2666591188246,2492.6111040486
2000-02-21,0,0,13.267907482407278,0,573.498729262255,1000.0
2000-02-22,1,0,15.735133856620617,0,596.8476617182739,1000.0
2000-02-23,2,0,12.60275980479452,0,532.3740861533452,1000.0
2000-02-24,3,0,17.793847032215336,0,236.69715288712095,6309.594281955
2000-02-25,4,0,20.12405139168608,0,588.9358561291716,1000.0
2000-02-26,5,1,10.370628705950466,0,227.03995819191272,5847.013300684835
2000-02-27,6,1,24.314320692469767,0,245.94580727712625,6221.155991130349
2000-02-28,0,0,9.330914192081057,0,513.2167828257618,1000.0
2000-02-29,1,0,18.052389537692317,0,298.7971915090196,5067.040090228664
2000-03-01,2,0,27.636534100380082,0,392.7221315444035,3442.5838701477287
2000-03-02,3,0,25.7772738688381,0,225.5518560608439,6728.911347948143
2000-03-03,4,0,32.236249252844445,0,282.03518451463884,5775.001361902874
2000-03-04,5,1,34.40567828238709,0,217.97181163393202,7385.623653810812
2000-03-05,6,1,31.013678097401474,0,191.0134716101159,7553.520287520488
2000-03-06,0,0,30.06850935827777,0,236.40806534705126,6820.849703628829
2000-03-07,1,0,22.5555291400183,0,415.9160273878367,2637.8666230075655
2000-03-08,2,0,24.783960186518627,0,322.75288152811663,4809.057288564984
2000-03-09,3,0,32.57577289898314,0,315.13737698497584,5416.764687029184
2000-03-10,4,0,25.22178557203292,0,490.05495098726954,1390.5853310775328
2000-03-11,5,1,31.279189825557637,0,386.96260781343534,3955.0897216098715
2000-03-12,6,1,36.605096829542035,0,224.17049668775616,7162.253408700101
2000-03-13,0,0,25.91561416615792,0,341.34640677630716,4544.8041645546655
2000-03-14,1,0,31.22553831670281,0,210.43976605679168,7340.541851042133
2000-03-15,2,0,28.116318658671307,0,232.3233700621386,6917.429803922308
2000-03-16,3,0,39.88749379054685,0,278.6476915007453,6460.915190833348
2000-03-17,4,0,38.5621580758862,0,587.5846073270252,1000.0
2000-03-18,5,1,26.66146599027377,0,143.07916717662962,8282.715566638788
2000-03-19,6,1,22.624836180460807,0,384.31908599245793,2930.5907214076997
2000-03-20,0,0,40.71739267402036,0,285.1109126516662,6419.474986297344
2000-03-21,1,0,25.92288273651466,0,447.3081366644761,2629.004715562932
2000-03-22,2,0,24.921703927480415,0,331.56710511155353,4730.228963248037
2000-03-23,3,0,32.98331177048239,0,430.9411458429953,3042.245926903488
2000-03-24,4,0,39.55085944373609,0,508.50029240622115,1930.7583284544571
2000-03-25,5,1,21.504215578056122,0,146.37773189900548,7790.243865012809
2000-03-26,6,1,30.407918640199863,0,128.01745360759364,8620.994027085862
2000-03-27,0,0,30.02654006998362,0,308.32452780288423,5323.164762095804
2000-03-28,1,0,26.544397115985316,0,247.20717947346085,6210.816940884108
2000-03-29,2,0,31.14374105382223,0,579.3906681877103,1000.0
2000-03-30,3,0,32.32925163503336,0,394.353400536952,3805.0573326068975
2000-03-31,4,0,27.213581633206125,0,279.6285557338108,6100.283393259481
2000-04-01,5,1,30.976826918960228,0,263.96193093450125,6378.169899290957
2000-04-02,6,1,34.17736731246474,0,366.2261852741133,4273.25319066714
2000-04-03,0,0,21.308255862670634,0,304.428612968735,5097.862762894995
2000-04-04,1,0,34.28343532911505,0,359.505416385725,4338.45163041356
2000-04-05,2,0,28.94845719544461,0,440.1269962277139,2381.407740159331
2000-04-06,3,0,28.320624005964625,0,594.6165236902026,1000.0
2000-04-07,4,0,30.216278734555434,0,423.9906482200969,3254.4947981246814
2000-04-08,5,1,31.059072243766852,0,227.09593490220237,6733.865633006228
2000-04-09,6,1,32.862362779165274,0,107.65924008624313,9078.318843739731
2000-04-10,0,0,28.16941663704659,0,209.14922594978208,7187.897633479962
2000-04-11,1,0,22.392639614461753,0,373.86564276344546,3953.258283286912
2000-04-12,2,0,36.66576099926401,0,300.14799884196793,5882.9645532119
2000-04-13,3,0,23.856802607351305,0,313.94216539392846,4901.018847455307
2000-04-14,4,0,28.009698053982113,0,376.23902282905476,3914.1983318245952
2000-04-15,5,1,24.004423648743582,0,148.95581476010446,7794.049483143344
2000-04-16,6,1,32.648578460621174,0,166.83683440559855,7883.657564361217
2000-04-17,0,0,25.546680181462115,0,512.2870635384129,1405.1646484455687
2000-04-18,1,0,36.456610962603335,0,243.5615041750209,6783.708353894571
